DateTime,AddedIPs,RemovedIPs
1532716923,38,1
1532718123,44,0
1532719323,37,4
1532719923,38,0
1532720522,38,0
1532721723,69,7
1532722923,15,2
1532723523,30,20
1532724123,19,33
1532724724,51,0
1532725322,26,0
1532726523,39,2
1532727723,8,5
1532728924,15,3
1532729523,76,0
1532730124,46,0
1532731324,29,3
1532731923,35,0
1532732525,35,0
1532733123,38,1
1532733723,41,15
1532734323,79,0
1532734923,38,0
1532735523,78,0
1532736123,23,4
1532736722,30,0
1532737324,42,2
1532737924,80,3
1532738523,79,9
1532739724,77,0
1532740325,79,0
1532740929,80,1
1532742123,80,1
1532742722,49,1
1532743323,80,15
1532743923,79,0
1532744523,80,7
1532745723,33,0
1532746323,25,2
1532746923,78,4
1532747522,77,0
1532748123,71,2
1532749323,74,1
1532750522,72,1
1532751123,73,0
1532751723,36,1
1532752923,20,1
1532754123,43,1
1532754723,80,3
1532755324,78,4
1532755923,50,0
1532756522,25,3
1532757122,21,3
1532757723,30,0
1532758923,14,1
1532759522,76,0
1532760123,64,0
1532760723,80,0
1532761323,80,1
1532761922,80,0
1532762523,76,0
1532763723,77,1
1532764923,29,14
1532766122,47,0
1532766724,21,11
1532767323,35,2
1532768523,77,1
1532769723,47,2
1532770922,38,2
1532773323,66,13
1532774523,70,0
1532775123,72,5
1532775723,34,1
1532776923,30,0
1532777523,9,1
1532778123,48,0
1532778724,48,3
1532779323,50,4
1532780522,53,0
1532781722,46,18
1532782323,43,4
1532782922,61,0
1532784123,76,12
1532785322,78,8
1532785923,80,6
1532786523,19,1
1532787123,80,0
1532787723,73,0
1532788323,41,0
1532788923,26,2
1532789524,61,0
1532790123,40,1
1532791323,62,0
1532791923,54,1
1532792523,47,7
1532793123,52,6
1532793723,49,0
1532794323,51,7
1532794923,54,27
1532795523,55,0
1532796123,42,3
1532796722,18,24
1532797322,19,0
1532798523,76,1
1532799723,15,5
1532800923,78,3
1532801523,38,0
1532802122,40,0
1532803323,56,11
1532804523,46,30
1532805723,66,1
1532806323,9,4
1532806923,32,0
1532807523,10,3
1532808122,27,3
1532808723,61,0
1532809324,16,3
1532809923,57,0
1532810523,48,0
1532811122,44,8
1532811723,46,0
1532812922,48,3
1532814123,48,2
1532815325,78,2
1532815923,78,1
1532816523,54,0
1532817723,36,0
1532818322,24,4
1532818923,61,0
1532819523,55,3
1532820122,47,1
1532820723,51,3
1532821322,58,1
1532821922,55,0
1532822523,33,1
1532823124,39,1
1532823722,42,5
1532824323,53,0
1532826122,47,0
1532826723,46,0
1532827323,46,1
1532828522,42,7
1532829723,39,1
1532830322,69,0
1532830924,47,0
1532832123,53,6
1532832723,75,0
1532833323,39,0
1532834523,13,4
1532835724,49,1
1532836923,59,26
1532837524,48,0
1532838123,59,2
1532838723,52,3
1532839323,44,8
1532840523,57,2
1532841723,26,1
1532842323,50,2
1532842923,51,2
1532844123,31,0
1532844723,54,29
1532845323,50,2
1532846524,77,0
1532847124,80,0
1532847724,79,2
1532848925,80,1
1532850124,80,4
1532851324,79,8
1532851924,79,0
1532852523,80,2
1532853125,78,0
1532853724,66,0
