DateTime,AddedIPs,RemovedIPs
1530774294,0,1
1530778119,1,0
1530780023,0,2
1530783882,1,0
1530785743,0,1
1530789621,0,1
1530793459,0,1
1530805240,0,1
1530807194,1,2
1530809067,1,3
1530810999,1,2
1530818689,4,1
1530820593,0,1
1530822760,0,2
1530825325,1,5
1530833262,0,1
1530837179,1,0
1530850611,0,1
1530856379,0,8
1530858268,0,1
1530864096,0,1
1530865969,1,0
1530869817,0,1
1530876039,1,0
1530879885,1,0
1530881791,1,1
1530884586,1,0
1530886586,1,0
1530894761,0,1
1530896713,0,2
1530906304,0,4
1530910106,2,0
1530912056,0,1
1530917797,1,0
1530921710,1,0
1530923567,0,1
1530938913,1,0
1530942993,1,0
1530950703,1,1
1530956429,1,0
1530964388,0,1
1530966283,0,1
1530968200,1,1
1530973953,1,1
1530975864,1,0
1530979738,2,1
1530989328,1,0
1530993150,1,0
1530995076,0,1
1530996985,2,2
1530998899,3,0
1531004920,1,1
1531008988,0,1
1531013092,1,0
1531026764,2,1
1531028692,1,1
1531036361,0,1
1531038277,1,0
1531042102,0,1
1531053864,0,1
1531057704,1,0
1531060255,0,1
1531062282,1,1
1531066457,0,1
1531070310,1,0
1531074494,0,1
1531076513,1,0
1531078349,2,0
1531080275,0,1
1531082188,1,1
1531084347,0,2
1531086257,0,1
1531090348,0,1
1531092270,0,1
1531096364,1,0
1531098285,1,0
1531102342,1,0
1531105468,1,0
1531107378,1,0
1531111498,1,0
1531113413,1,1
1531115312,7,1
1531121072,1,0
1531122997,1,0
1531124898,0,1
1531134527,1,0
1531136420,2,0
1531138595,1,0
1531144414,1,1
1531148200,1,1
1531155884,1,0
1531157842,0,1
1531161879,0,1
1531166004,0,2
1531175550,2,0
1531181541,0,1
1531183509,0,1
1531185442,0,1
1531192596,0,2
1531198582,0,2
1531200498,9,8
1531204361,2,0
1531208182,0,1
1531210108,0,2
1531212033,1,0
1531213955,1,0
1531219699,0,1
1531221632,1,1
1531223616,0,1
1531227375,1,0
1531229569,1,0
1531231477,0,1
1531233393,1,0
1531235314,0,1
1531237243,1,0
1531239201,1,0
1531241090,0,1
1531242996,0,1
1531246820,1,0
1531250731,2,0
1531252621,1,0
1531254509,2,1
1531256501,2,0
1531258357,1,0
1531277605,1,0
1531283566,0,1
1531287686,3,5
1531289551,0,1
1531291485,0,1
1531299158,1,1
1531301070,0,1
1531308777,1,0
1531312594,0,1
1531314517,0,1
1531316442,0,1
1531318369,1,0
1531320309,0,1
1531322196,1,1
1531324115,1,1
1531326409,0,1
1531328496,0,3
1531330350,2,0
1531332263,2,0
1531334431,1,0
1531336361,1,1
1531340198,2,2
1531342113,3,1
1531345959,0,1
1531348108,2,0
1531351944,3,0
1531357724,1,0
1531363469,0,1
